x	ro
4.680000000000000e+02	-1.090212e+07
4.690000000000000e+02	-5.304834e+06
4.700000000000000e+02	2.236387e+07
4.710000000000000e+02	-7.316372e+06
4.720000000000000e+02	-7.185934e+06
4.730000000000000e+02	-1.947032e+07
4.740000000000000e+02	4.178429e+06
4.750000000000000e+02	1.732602e+07
4.760000000000000e+02	2.460779e+06
4.770000000000000e+02	7.471450e+06
4.780000000000000e+02	-6.778078e+06
4.790000000000000e+02	-2.878073e+07
4.800000000000000e+02	4.323588e+06
4.810000000000000e+02	-5.993820e+06
4.820000000000000e+02	-3.455384e+06
4.830000000000000e+02	-5.532988e+06
4.840000000000000e+02	-2.614397e+07
4.850000000000000e+02	-6.446518e+07
4.860000000000000e+02	-2.865267e+07
4.870000000000000e+02	1.031278e+07
4.880000000000000e+02	2.854482e+06
4.890000000000000e+02	2.943773e+07
4.900000000000000e+02	-8.854632e+06
4.910000000000000e+02	5.519631e+06
4.920000000000000e+02	-7.963792e+06
4.930000000000000e+02	-4.090284e+06
4.940000000000000e+02	-4.034770e+06
4.950000000000000e+02	-2.398500e+07
4.960000000000000e+02	4.484352e+06
4.970000000000000e+02	-8.138534e+06
4.980000000000000e+02	-1.486544e+07
4.990000000000000e+02	-4.436676e+06
5.000000000000000e+02	3.680856e+07
5.010000000000000e+02	-3.641431e+06
5.020000000000000e+02	-2.998496e+06
5.030000000000000e+02	8.980143e+06
5.040000000000000e+02	2.359457e+07
5.050000000000000e+02	-5.535243e+06
5.060000000000000e+02	4.939670e+06
5.070000000000000e+02	3.549208e+06
5.080000000000000e+02	5.644010e+06
5.090000000000000e+02	1.757065e+07
5.100000000000000e+02	2.462765e+06
5.110000000000000e+02	-4.201322e+06
5.120000000000000e+02	7.702815e+06
5.130000000000000e+02	-7.652990e+06
5.140000000000000e+02	-4.378992e+07
5.150000000000000e+02	-1.639275e+07
5.160000000000000e+02	-3.745638e+06
5.170000000000000e+02	-3.485207e+06
5.180000000000000e+02	-8.334412e+06
5.190000000000000e+02	-3.034144e+07
5.200000000000000e+02	6.595037e+06
5.210000000000000e+02	-1.475154e+07
5.220000000000000e+02	-1.983062e+07
5.230000000000000e+02	2.875906e+06
5.240000000000000e+02	1.431045e+07
5.250000000000000e+02	-1.678072e+07
5.260000000000000e+02	-5.770692e+06
5.270000000000000e+02	-1.236355e+08
5.280000000000000e+02	-2.580253e+07
5.290000000000000e+02	-7.546904e+06
5.300000000000000e+02	-2.821059e+07
5.310000000000000e+02	-3.950066e+06
5.320000000000000e+02	-6.316060e+06
5.330000000000000e+02	1.173806e+07
5.340000000000000e+02	-7.389096e+06
5.350000000000000e+02	6.630968e+07
5.360000000000000e+02	9.504858e+07
5.370000000000000e+02	2.335688e+07
5.380000000000000e+02	-1.414900e+08
5.390000000000000e+02	1.128485e+07
5.400000000000000e+02	2.033479e+06
5.410000000000000e+02	-3.713057e+06
5.420000000000000e+02	-4.159250e+07
5.430000000000000e+02	9.874300e+06
5.440000000000000e+02	-2.030311e+07
5.450000000000000e+02	-6.584531e+06
5.460000000000000e+02	1.227426e+07
5.470000000000000e+02	5.678494e+06
5.480000000000000e+02	1.927686e+07
5.490000000000000e+02	-2.397978e+07
5.500000000000000e+02	-3.529404e+06
5.510000000000000e+02	2.544744e+07
5.520000000000000e+02	-4.179566e+07
5.530000000000000e+02	-1.071092e+07
5.540000000000000e+02	4.227192e+06
5.550000000000000e+02	-1.057596e+07
5.560000000000000e+02	-4.933832e+06
5.570000000000000e+02	-7.970268e+06
5.580000000000000e+02	9.414296e+07
5.590000000000000e+02	2.220373e+07
5.600000000000000e+02	-2.011743e+09
5.610000000000000e+02	6.944516e+06
5.620000000000000e+02	-8.840760e+06
5.630000000000000e+02	-3.883122e+06
5.640000000000000e+02	-2.857846e+06
5.650000000000000e+02	1.781156e+08
5.660000000000000e+02	3.693006e+07
5.670000000000000e+02	-9.148533e+06
5.680000000000000e+02	4.029558e+06
5.690000000000000e+02	1.065254e+07
5.700000000000000e+02	-5.031754e+06
5.710000000000000e+02	3.108890e+06
5.720000000000000e+02	-5.025430e+06
5.730000000000000e+02	-2.524118e+06
5.740000000000000e+02	-1.033439e+07
5.750000000000000e+02	-1.439619e+07
5.760000000000000e+02	-4.257698e+06
5.770000000000000e+02	-7.318422e+06
5.780000000000000e+02	-7.403472e+06
5.790000000000000e+02	7.361564e+06
5.800000000000000e+02	1.686428e+07
5.810000000000000e+02	4.098621e+08
5.820000000000000e+02	-2.917949e+06
5.830000000000000e+02	-4.295513e+06
5.840000000000000e+02	-1.300516e+07
5.850000000000000e+02	-3.311565e+07
5.860000000000000e+02	-2.890876e+06
5.870000000000000e+02	-4.067768e+06
5.880000000000000e+02	1.410089e+07
5.890000000000000e+02	-9.122563e+06
5.900000000000000e+02	1.223965e+07
5.910000000000000e+02	-5.183424e+06
5.920000000000000e+02	3.330522e+06
5.930000000000000e+02	1.244609e+07
5.940000000000000e+02	-5.683175e+06
5.950000000000000e+02	-8.542258e+06
5.960000000000000e+02	-4.058578e+06
5.970000000000000e+02	-6.515275e+07
5.980000000000000e+02	4.357813e+06
5.990000000000000e+02	-6.403488e+06
6.000000000000000e+02	-1.767589e+08
6.010000000000000e+02	-2.979599e+06
6.020000000000000e+02	-6.463477e+06
6.030000000000000e+02	-7.661792e+06
6.040000000000000e+02	1.563972e+07
6.050000000000000e+02	-6.439426e+06
6.060000000000000e+02	-9.653119e+06
6.070000000000000e+02	6.843881e+06
6.080000000000000e+02	-7.698064e+06
6.090000000000000e+02	1.250561e+07
6.100000000000000e+02	-2.477701e+08
6.110000000000000e+02	-2.544931e+06
6.120000000000000e+02	-6.169976e+06
6.130000000000000e+02	1.329294e+07
6.140000000000000e+02	-1.801796e+07
6.150000000000000e+02	-5.592998e+06
6.160000000000000e+02	6.496780e+06
6.170000000000000e+02	-4.215118e+07
6.180000000000000e+02	-2.959883e+07
6.190000000000000e+02	2.684525e+06
6.200000000000000e+02	-5.163584e+06
6.210000000000000e+02	-5.447302e+06
6.220000000000000e+02	-4.675004e+06
6.230000000000000e+02	-9.613355e+06
6.240000000000000e+02	6.756419e+06
6.250000000000000e+02	8.342706e+06
6.260000000000000e+02	-5.919450e+06
6.270000000000000e+02	-4.695648e+06
6.280000000000000e+02	-1.347614e+07
6.290000000000000e+02	8.517203e+06
6.300000000000000e+02	-1.260045e+07
6.310000000000000e+02	-4.508052e+06
6.320000000000000e+02	1.211433e+07
6.330000000000000e+02	-1.473745e+07
6.340000000000000e+02	-4.414358e+06
6.350000000000000e+02	1.404850e+07
6.360000000000000e+02	6.647327e+06
6.370000000000000e+02	-1.103720e+07
6.380000000000000e+02	5.392946e+06
6.390000000000000e+02	-1.509325e+09
6.400000000000000e+02	3.085561e+06
6.410000000000000e+02	-1.453469e+07
6.420000000000000e+02	2.796128e+06
6.430000000000000e+02	-1.210996e+07
6.440000000000000e+02	-5.301797e+06
6.450000000000000e+02	-3.845798e+06
6.460000000000000e+02	7.140186e+06
6.470000000000000e+02	6.129098e+07
6.480000000000000e+02	-1.231129e+07
6.490000000000000e+02	1.369102e+07
6.500000000000000e+02	-1.261670e+07
6.510000000000000e+02	2.607970e+06
6.520000000000000e+02	-5.259568e+06
6.530000000000000e+02	2.376321e+07
6.540000000000000e+02	6.095114e+06
6.550000000000000e+02	7.285342e+06
6.560000000000000e+02	-2.111816e+07
6.570000000000000e+02	-1.531471e+07
6.580000000000000e+02	1.176881e+07
6.590000000000000e+02	6.837528e+06
6.600000000000000e+02	-4.920610e+06
6.610000000000000e+02	2.009347e+07
6.620000000000000e+02	5.867990e+06
6.630000000000000e+02	5.701910e+06
6.640000000000000e+02	-2.540330e+07
6.650000000000000e+02	2.259207e+07
6.660000000000000e+02	5.917585e+07
6.670000000000000e+02	7.770628e+06
6.680000000000000e+02	7.264855e+06
6.690000000000000e+02	-3.269650e+06
6.700000000000000e+02	3.101022e+07
6.710000000000000e+02	7.316957e+06
6.720000000000000e+02	5.344274e+06
6.730000000000000e+02	-2.257370e+06
6.740000000000000e+02	3.523970e+06
6.750000000000000e+02	-1.344976e+07
6.760000000000000e+02	8.140861e+06
6.770000000000000e+02	5.651747e+06
6.780000000000000e+02	1.108437e+07
6.790000000000000e+02	7.925162e+06
6.800000000000000e+02	-1.944151e+09
6.810000000000000e+02	1.578202e+07
6.820000000000000e+02	-1.597909e+07
6.830000000000000e+02	-1.016735e+07
6.840000000000000e+02	6.314828e+06
6.850000000000000e+02	1.552171e+07
6.860000000000000e+02	2.519100e+07
6.870000000000000e+02	1.623339e+07
6.880000000000000e+02	-3.266169e+06
6.890000000000000e+02	-1.910123e+06
6.900000000000000e+02	-7.098163e+06
6.910000000000000e+02	-2.943566e+07
6.920000000000000e+02	-1.346136e+07
6.930000000000000e+02	8.095752e+06
6.940000000000000e+02	4.310007e+07
6.950000000000000e+02	4.645306e+06
6.960000000000000e+02	1.564797e+07
6.970000000000000e+02	3.439691e+06
6.980000000000000e+02	5.350698e+06
6.990000000000000e+02	4.818684e+06
7.000000000000000e+02	-1.333094e+07
7.010000000000000e+02	6.577628e+06
7.020000000000000e+02	6.090621e+07
7.030000000000000e+02	-3.183726e+07
7.040000000000000e+02	-1.080808e+07
7.050000000000000e+02	-2.124879e+07
7.060000000000000e+02	1.897534e+07
7.070000000000000e+02	-7.430128e+06
7.080000000000000e+02	-5.693884e+07
7.090000000000000e+02	4.568213e+06
7.100000000000000e+02	-9.129482e+06
7.110000000000000e+02	8.920432e+06
7.120000000000000e+02	-1.639469e+06
7.130000000000000e+02	-7.337230e+06
7.140000000000000e+02	-3.931248e+06
7.150000000000000e+02	-1.670855e+07
